ID,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
AB3029,2,,1,1,18.86,22.725,72,15.0013,151
AB3030,2,,1,1,18.04,21.97,82,,120
AB3031,2,,0,1,17.22,21.21,82,,86
AB3032,2,,0,1,17.22,21.21,82,7.0015,58
AB3033,2,,0,1,17.22,21.21,82,,52
AB3034,2,,0,1,17.22,21.21,77,,18
AB3035,2,,0,1,16.4,20.455,82,7.0015,5
AB3036,2,,0,1,18.86,22.725,59,,7
AB3037,2,,0,1,17.22,21.21,77,,13
AB3038,2,,0,1,19.68,23.485,59,,40
AB3039,2,,0,1,21.32,25,52,12.998,115
AB3040,2,,0,1,22.14,25.76,49,19.0012,218
AB3041,2,,0,1,22.96,26.515,49,19.9995,298
AB3042,2,,0,1,22.96,26.515,43,,347
AB3043,2,,0,1,24.6,31.06,40,12.998,373
AB3044,2,,0,1,24.6,31.06,35,19.0012,436
AB3045,2,,0,3,24.6,31.06,35,,378
AB3046,2,,0,1,24.6,31.06,38,16.9979,378
AB3047,2,,0,1,24.6,31.06,38,12.998,342
AB3048,2,,0,1,23.78,27.275,40,15.0013,354
AB3049,2,,0,1,23.78,27.275,37,,289
AB3050,2,,0,1,22.96,26.515,43,12.998,267
AB3051,2,,0,1,22.96,26.515,43,,219
AB3052,2,,0,1,22.14,25.76,49,15.0013,182
AB3053,2,,0,1,22.14,25.76,49,12.998,120
AB3054,2,,0,1,20.5,24.24,59,7.0015,119
AB3055,2,,0,2,20.5,24.24,59,7.0015,100
AB3056,2,,0,2,21.32,25,55,,64
AB3057,2,,0,1,19.68,23.485,63,,59
AB3058,2,,0,1,18.86,22.725,72,,31
AB3059,2,,0,1,17.22,21.21,82,,10
AB3060,2,,0,2,18.04,21.97,77,,5
AB3061,2,,0,2,18.04,21.97,82,,6
AB3062,2,,0,2,18.86,22.725,82,,23
AB3063,2,,0,1,21.32,25,63,,86
AB3064,2,,0,1,22.96,26.515,52,15.0013,160
AB3065,2,,0,1,23.78,27.275,49,,244
AB3066,2,,0,1,23.78,27.275,49,,340
AB3067,2,,0,1,24.6,31.06,46,,382
AB3068,2,,0,1,24.6,31.06,49,,390
AB3069,2,,0,1,24.6,31.06,49,,366
AB3070,2,,0,1,24.6,31.06,49,,358
AB3071,2,,0,1,24.6,31.06,46,7.0015,385
AB3072,2,,0,3,23.78,27.275,49,19.0012,351
AB3073,2,,0,1,23.78,27.275,49,,268
AB3074,2,,0,1,22.96,26.515,64,,239
AB3075,2,,0,1,21.32,25,77,,174
AB3076,2,,0,1,21.32,25,77,,127
AB3077,2,,0,1,20.5,24.24,88,,115
AB3078,2,,0,1,18.86,22.725,88,,50
AB3079,2,,1,1,18.86,22.725,82,,53
AB3080,2,,1,1,18.04,21.97,88,,33
AB3081,2,,1,1,18.04,21.97,94,,8
AB3082,2,,1,1,18.86,22.725,82,,7
AB3083,2,,1,1,17.22,21.21,82,,4
AB3084,2,,1,1,17.22,21.21,77,,23
AB3085,2,,1,1,18.04,21.97,72,16.9979,89
AB3086,2,,1,1,19.68,23.485,63,16.9979,237
AB3087,2,,1,1,21.32,25,55,15.0013,374
AB3088,2,,1,1,22.14,25.76,56,,178
AB3089,2,,1,1,22.96,26.515,52,12.998,119
AB3090,2,,1,1,24.6,31.06,46,15.0013,125
AB3091,2,,1,1,24.6,31.06,43,12.998,195
AB3092,2,,1,1,25.42,31.06,38,19.0012,174
AB3093,2,,1,1,25.42,31.06,41,15.0013,162
AB3094,2,,1,1,25.42,31.06,41,15.0013,199
AB3095,2,,1,1,26.24,31.06,38,15.0013,304
AB3096,2,,1,1,25.42,31.06,38,16.9979,598
AB3097,2,,1,1,25.42,31.06,38,19.9995,524
AB3098,2,,1,1,23.78,27.275,43,12.998,384
AB3099,2,,1,1,22.14,25.76,49,12.998,239
AB3100,2,,1,1,21.32,25,59,,156
AB3101,2,,1,1,21.32,25,68,,116
AB3102,2,,1,1,20.5,24.24,68,,61
AB3103,2,,1,1,19.68,23.485,63,,18
AB3104,2,,1,1,18.86,22.725,59,,15
AB3105,2,,1,1,18.04,21.97,58,,5
AB3106,2,,1,1,18.04,21.97,54,12.998,4
AB3107,2,,1,1,17.22,21.21,62,16.9979,2
AB3108,2,,1,1,16.4,20.455,66,15.0013,29
AB3109,2,,1,1,17.22,21.21,67,,112
AB3110,2,,1,2,18.04,21.97,62,,314
AB3111,2,,1,2,20.5,24.24,51,7.0015,425
AB3112,2,,1,2,21.32,25,48,7.0015,205
AB3113,2,,1,2,22.96,26.515,37,,127
AB3114,2,,1,2,22.96,26.515,43,,125
AB3115,2,,1,2,24.6,31.06,38,,217
AB3116,2,,1,2,25.42,31.06,38,16.9979,202
AB3117,2,,1,2,25.42,31.06,33,,176
AB3118,2,,1,2,26.24,31.06,33,,180
AB3119,2,,1,1,27.06,31.06,31,7.0015,327
AB3120,2,,1,1,26.24,31.06,33,,611
AB3121,2,,1,1,26.24,31.06,29,,550
AB3122,2,,1,1,24.6,31.06,43,15.0013,434
AB3123,2,,1,1,22.14,25.76,60,,291
AB3124,2,,1,1,22.14,25.76,52,,203
AB3125,2,,1,1,21.32,25,55,7.0015,150
AB3126,2,,1,2,21.32,25,59,,81
AB3127,2,,1,2,21.32,25,55,,38
AB3128,2,,1,2,20.5,24.24,59,7.0015,20
AB3129,2,,1,1,21.32,25,59,,10
AB3130,2,,1,1,20.5,24.24,63,15.0013,3
AB3131,2,,1,2,19.68,23.485,88,,2
AB3132,2,,1,1,18.86,22.725,88,,20
AB3133,2,,1,1,18.86,22.725,82,,99
AB3134,2,,1,1,19.68,23.485,72,12.998,318
AB3135,2,,1,1,19.68,23.485,77,16.9979,442
AB3136,2,,1,1,21.32,25,72,,203
AB3137,2,,1,1,22.14,25.76,68,,154
AB3138,2,,1,1,22.96,26.515,64,,141
AB3139,2,,1,1,24.6,31.06,56,,226
AB3140,2,,1,1,25.42,31.06,50,,193
AB3141,2,,1,1,25.42,31.06,53,,177
AB3142,2,,1,1,26.24,31.06,41,,179
AB3143,2,,1,1,27.06,31.06,39,,289
AB3144,2,,1,1,26.24,31.06,47,7.0015,259
AB3145,2,,1,1,25.42,31.06,50,19.9995,274
AB3146,2,,1,1,22.96,26.515,52,,401
AB3147,2,,1,1,22.14,25.76,64,,273
AB3148,2,,1,1,22.14,25.76,60,,234
AB3149,2,,1,1,20.5,24.24,72,16.9979,146
AB3150,2,,1,1,18.86,22.725,88,16.9979,81
AB3151,2,,1,2,18.86,22.725,88,15.0013,44
AB3152,2,,1,1,18.86,22.725,88,15.0013,17
AB3153,2,,1,1,18.04,21.97,94,12.998,15
AB3154,2,,1,1,18.04,21.97,88,,5
AB3155,2,,1,1,17.22,21.21,94,,6
AB3156,2,,1,1,17.22,21.21,94,,29
AB3157,2,,1,1,18.04,21.97,88,,112
AB3158,2,,1,1,18.86,22.725,88,,297
AB3159,2,,1,1,19.68,23.485,82,12.998,421
AB3160,2,,1,2,20.5,24.24,77,19.0012,212
AB3161,2,,1,2,22.14,25.76,68,15.0013,147
AB3162,2,,1,1,23.78,27.275,60,15.0013,179
AB3163,2,,1,1,23.78,27.275,60,15.0013,207
AB3164,2,,1,2,25.42,31.06,57,19.9995,218
AB3165,2,,1,2,25.42,30.305,61,15.0013,191
AB3166,2,,1,2,26.24,31.06,53,16.9979,217
AB3167,2,,1,2,26.24,31.06,57,16.9979,288
AB3168,2,,1,2,26.24,31.06,57,12.998,594
AB3169,2,,1,1,25.42,30.305,69,15.0013,527
AB3170,2,,1,2,24.6,30.305,64,12.998,364
AB3171,2,,1,1,24.6,30.305,64,12.998,276
AB3172,2,,1,1,22.96,26.515,83,,223
AB3173,2,,1,1,22.14,25.76,83,12.998,172
AB3174,2,,1,2,22.14,25.76,77,12.998,103
AB3175,2,,1,2,21.32,25,83,,52
AB3176,2,,1,1,21.32,25,83,,20
AB3177,2,,1,2,20.5,24.24,88,,11
AB3178,2,,1,2,20.5,24.24,88,,4
AB3179,2,,1,3,20.5,24.24,88,,5
AB3180,2,,1,2,20.5,24.24,88,12.998,25
AB3181,2,,1,3,20.5,24.24,88,,82
AB3182,2,,1,3,20.5,24.24,88,,157
AB3183,2,,1,2,20.5,24.24,88,12.998,387
AB3184,2,,1,2,20.5,24.24,88,12.998,233
AB3185,2,,1,2,21.32,25,83,,130
AB3186,2,,1,2,21.32,25,83,,146
AB3187,2,,1,2,21.32,25,88,12.998,223
AB3188,2,,1,2,21.32,25,88,26.0027,226
AB3189,2,,1,2,21.32,25,87,19.0012,190
AB3190,2,,1,2,21.32,25,88,,198
AB3191,2,,1,2,21.32,25,88,,300
AB3192,2,,1,3,21.32,25,88,,491
AB3193,2,,1,3,21.32,25,88,,398
AB3194,2,,1,2,21.32,25,83,12.998,270
AB3195,2,,1,2,21.32,25,83,,152
AB3196,2,,1,2,21.32,25,84,,154
AB3197,2,,1,2,21.32,25,83,15.0013,132
AB3198,2,,1,3,20.5,24.24,88,,119
AB3199,2,,0,2,20.5,24.24,88,,102
AB3200,2,,0,2,20.5,24.24,88,,82
AB3201,2,,0,2,20.5,24.24,88,,52
AB3202,2,,0,2,20.5,24.24,88,,35
AB3203,2,,0,2,20.5,24.24,82,,5
AB3204,2,,0,2,20.5,24.24,82,7.0015,14
AB3205,2,,0,2,20.5,24.24,88,7.0015,11
AB3206,2,,0,3,19.68,23.485,100,,32
AB3207,2,,0,3,20.5,24.24,94,,88
AB3208,2,,0,2,21.32,25,94,,100
AB3209,2,,0,2,21.32,25,94,,167
AB3210,2,,0,2,21.32,25,94,,279
AB3211,2,,0,3,21.32,25,100,,279
AB3212,2,,0,3,21.32,25,100,,248
AB3213,2,,0,2,22.14,25.76,94,,216
AB3214,2,,0,2,22.14,25.76,94,,294
AB3215,2,,0,2,22.14,25.76,94,12.998,295
AB3216,2,,0,2,22.96,26.515,88,12.998,272
AB3217,2,,0,2,22.96,26.515,88,15.0013,304
AB3218,2,,0,3,22.14,25.76,94,,248
AB3219,2,,0,3,22.14,25.76,94,,157
AB3220,2,,0,3,22.14,25.76,94,15.0013,59
AB3221,2,,0,3,22.14,25.76,94,,26
AB3222,2,,0,3,21.32,25,100,12.998,44
AB3223,2,,0,2,21.32,25,100,,39
AB3224,2,,0,2,21.32,25,100,7.0015,47
AB3225,2,,0,2,21.32,25,100,,50
AB3226,2,,0,2,21.32,25,100,,32
AB3227,2,,0,2,21.32,25,100,,13
AB3228,2,,0,3,21.32,25,100,7.0015,14
AB3229,2,,0,2,21.32,25,100,,17
AB3230,2,,0,2,21.32,25,100,,42
AB3231,2,,0,2,22.14,25.76,94,,70
AB3232,2,,0,1,23.78,27.275,83,16.9979,134
AB3233,2,,0,1,23.78,27.275,83,15.0013,226
AB3234,2,,0,1,24.6,28.79,78,15.0013,322
AB3235,2,,0,1,25.42,29.545,73,19.9995,367
AB3236,2,,0,1,25.42,29.545,73,19.0012,456
AB3237,2,,0,1,26.24,30.305,73,12.998,437
AB3238,2,,0,1,27.06,31.06,69,16.9979,459
AB3239,2,,0,1,26.24,30.305,69,16.9979,440
AB3240,2,,0,3,22.96,26.515,78,23.9994,392
AB3241,2,,0,1,22.96,26.515,78,16.9979,237
AB3242,2,,0,1,22.96,26.515,83,7.0015,231
AB3243,2,,0,1,22.14,25.76,88,,191
AB3244,2,,0,1,22.14,25.76,88,,151
AB3245,2,,0,1,22.96,26.515,83,,117
AB3246,2,,0,1,22.14,25.76,88,15.0013,69
AB3247,2,,1,1,21.32,25,94,7.0015,38
AB3248,2,,1,1,21.32,25,94,,14
AB3249,2,,1,1,20.5,24.24,100,,13
AB3250,2,,1,1,20.5,24.24,94,,4
AB3251,2,,1,1,20.5,24.24,100,,6
AB3252,2,,1,1,20.5,24.24,93,12.998,21
AB3253,2,,1,1,21.32,25,88,,104
AB3254,2,,1,1,21.32,25,83,19.0012,272
AB3255,2,,1,1,22.96,26.515,73,19.9995,394
AB3256,2,,1,1,24.6,29.545,69,12.998,194
AB3257,2,,1,1,25.42,30.305,65,,112
AB3258,2,,1,1,26.24,31.06,57,,185
AB3259,2,,1,1,27.06,31.06,54,,209
AB3260,2,,1,1,27.88,31.82,51,,214
AB3261,2,,1,1,27.88,31.82,51,,193
AB3262,2,,1,1,29.52,33.335,51,,165
AB3263,2,,1,3,24.6,28.79,78,16.9979,226
AB3264,2,,1,1,23.78,27.275,88,15.0013,274
AB3265,2,,1,3,23.78,27.275,83,12.998,453
AB3266,2,,1,1,23.78,27.275,83,16.9979,308
AB3267,2,,1,1,23.78,27.275,83,,198
AB3268,2,,1,1,23.78,27.275,83,,177
AB3269,2,,1,1,22.96,26.515,88,,127
AB3270,2,,1,1,22.96,26.515,88,,57
AB3271,2,,1,2,22.96,26.515,88,,31
AB3272,2,,1,3,22.96,26.515,88,,13
AB3273,2,,1,3,22.96,26.515,88,,8
AB3274,2,,1,3,22.14,25.76,94,16.9979,4
AB3275,2,,1,3,22.14,25.76,94,16.9979,4
AB3276,2,,1,3,21.32,25,94,16.9979,22
AB3277,2,,1,3,21.32,25,94,16.9979,49
AB3278,2,,1,2,21.32,25,94,16.9979,151
AB3279,2,,1,2,21.32,25,94,19.9995,347
AB3280,2,,1,2,22.14,25.76,88,16.9979,207
AB3281,2,,1,3,22.14,25.76,88,16.9979,104
AB3282,2,,1,2,22.96,26.515,83,,130
AB3283,2,,1,3,22.96,26.515,83,,153
AB3284,2,,1,2,22.96,26.515,88,22.0028,172
AB3285,2,,1,1,25.42,29.545,73,31.0009,184
AB3286,2,,1,1,25.42,30.305,69,30.0026,210
AB3287,2,,1,1,25.42,30.305,61,22.0028,290
AB3288,2,,1,1,25.42,30.305,65,,604
AB3289,2,,1,1,24.6,29.545,69,19.9995,480
AB3290,2,,1,1,24.6,29.545,69,16.9979,349
AB3291,2,,1,1,23.78,27.275,83,,283
AB3292,2,,1,1,22.14,25.76,88,16.9979,174
AB3293,2,,1,2,22.14,25.76,88,19.0012,98
AB3294,2,,1,2,22.14,25.76,88,16.9979,56
AB3295,2,,1,2,22.14,25.76,88,15.0013,23
AB3296,2,,1,2,22.14,25.76,88,16.9979,12
AB3297,2,,1,3,21.32,25,94,15.0013,6
AB3298,2,,1,3,21.32,25,94,19.9995,9
AB3299,2,,1,3,21.32,25,94,19.9995,3
AB3300,2,,1,1,21.32,25,100,15.0013,9
AB3301,2,,1,1,21.32,25,100,,101
AB3302,2,,1,1,22.14,25.76,88,12.998,274
AB3303,2,,1,1,22.96,26.515,88,19.0012,453
AB3304,2,,1,3,22.96,26.515,83,16.9979,202
AB3305,2,,1,3,22.14,25.76,88,19.0012,106
AB3306,2,,1,2,22.14,25.76,94,,23
AB3307,2,,1,1,22.96,26.515,94,19.9995,54
AB3308,2,,1,2,22.96,26.515,83,22.0028,122
AB3309,2,,1,2,23.78,27.275,78,19.0012,138
AB3310,2,,1,1,24.6,28.79,78,16.9979,167
AB3311,2,,1,1,24.6,29.545,73,12.998,294
AB3312,2,,1,1,24.6,29.545,69,,565
AB3313,2,,1,1,24.6,29.545,73,15.0013,489
AB3314,2,,1,3,22.96,26.515,88,,331
AB3315,2,,1,3,22.96,26.515,88,,213
AB3316,2,,1,1,21.32,25,88,,85
AB3317,2,,1,1,21.32,25,83,,117
AB3318,2,,1,1,21.32,25,94,,59
AB3319,2,,1,1,21.32,25,94,7.0015,29
AB3320,2,,1,1,20.5,24.24,94,,6
AB3321,2,,1,1,20.5,24.24,94,,15
AB3322,2,,1,1,19.68,23.485,100,,4
AB3323,2,,1,1,19.68,23.485,94,,5
AB3324,2,,1,1,19.68,23.485,94,,26
AB3325,2,,1,2,20.5,24.24,94,,103
AB3326,2,,1,2,20.5,24.24,100,,257
AB3327,2,,1,2,21.32,25,88,,487
AB3328,2,,1,2,22.14,25.76,88,,216
AB3329,2,,1,2,22.14,25.76,83,,130
AB3330,2,,1,3,22.14,25.76,88,,164
AB3331,2,,1,2,23.78,27.275,78,7.0015,168
AB3332,2,,1,3,23.78,27.275,64,16.9979,183
AB3333,2,,1,3,22.14,25.76,73,12.998,180
AB3334,2,,1,1,22.96,26.515,78,,188
AB3335,2,,1,1,23.78,27.275,64,12.998,302
AB3336,2,,1,1,22.96,26.515,78,,547
AB3337,2,,1,1,24.6,31.06,55,,513
AB3338,2,,1,1,23.78,27.275,60,,410
AB3339,2,,1,1,22.14,25.76,77,19.0012,282
AB3340,2,,1,1,22.14,25.76,77,19.0012,209
AB3341,2,,1,3,20.5,24.24,82,19.9995,79
AB3342,2,,1,1,19.68,23.485,94,,72
AB3343,2,,1,1,18.86,22.725,94,,48
AB3344,2,,1,1,18.86,22.725,100,,25
AB3345,2,,1,1,18.04,21.97,100,,8
AB3346,2,,1,1,18.04,21.97,100,,5
AB3347,2,,1,1,18.04,21.97,94,,5
AB3348,2,,1,1,18.04,21.97,94,7.0015,28
AB3349,2,,1,1,18.86,22.725,88,7.0015,117
AB3350,2,,1,1,20.5,24.24,77,,319
AB3351,2,,1,1,22.14,25.76,68,,517
AB3352,2,,1,1,22.14,25.76,68,15.0013,234
AB3353,2,,1,1,22.96,26.515,64,12.998,148
AB3354,2,,1,2,23.78,27.275,60,12.998,196
AB3355,2,,1,2,24.6,31.06,56,16.9979,255
AB3356,2,,1,3,24.6,31.06,56,19.0012,232
AB3357,2,,1,1,25.42,31.06,53,15.0013,197
AB3358,2,,1,2,24.6,31.06,56,12.998,242
AB3359,2,,1,2,24.6,31.06,53,,330
AB3360,2,,1,1,25.42,31.06,53,,554
AB3361,2,,1,1,24.6,31.06,56,,473
AB3362,2,,1,1,23.78,27.275,64,,302
AB3363,2,,1,1,23.78,27.275,64,7.0015,220
AB3364,2,,1,1,22.96,26.515,64,7.0015,195
AB3365,2,,1,1,22.14,25.76,73,,152
AB3366,2,,1,1,21.32,25,72,,115
AB3367,2,,0,1,21.32,25,77,7.0015,98
AB3368,2,,0,1,21.32,25,72,,72
AB3369,2,,0,1,21.32,25,72,7.0015,40
AB3370,2,,0,1,19.68,23.485,82,7.0015,19
AB3371,2,,0,1,18.86,22.725,88,,7
AB3372,2,,0,1,18.86,22.725,88,7.0015,5
AB3373,2,,0,1,20.5,24.24,82,,28
AB3374,2,,0,1,22.14,25.76,73,,43
AB3375,2,,0,1,22.96,26.515,68,19.0012,126
AB3376,2,,0,1,24.6,30.305,64,15.0013,225
AB3377,2,,0,1,25.42,30.305,61,7.0015,323
AB3378,2,,0,1,26.24,31.06,53,,418
AB3379,2,,0,1,27.06,31.06,50,,493
AB3380,2,,0,1,28.7,31.82,45,,462
AB3381,2,,0,1,29.52,32.575,42,,456
AB3382,2,,0,1,29.52,32.575,45,16.9979,506
AB3383,2,,0,2,29.52,32.575,39,16.9979,471
AB3384,2,,0,2,29.52,32.575,42,,444
AB3385,2,,0,2,28.7,31.82,45,,444
AB3386,2,,0,1,27.88,31.82,47,,301
AB3387,2,,0,1,25.42,30.305,61,,248
AB3388,2,,0,1,25.42,30.305,61,7.0015,227
AB3389,2,,0,1,24.6,29.545,69,,204
AB3390,2,,0,1,23.78,27.275,78,,145
AB3391,2,,0,1,22.14,25.76,88,,131
AB3392,2,,0,1,21.32,25,94,,98
AB3393,2,,0,1,21.32,25,94,7.0015,68
AB3394,2,,0,1,20.5,24.24,100,7.0015,33
AB3395,2,,0,1,20.5,24.24,100,,12
AB3396,2,,0,1,20.5,24.24,100,7.0015,6
AB3397,2,,0,1,21.32,25,94,7.0015,18
AB3398,2,,0,1,22.14,25.76,88,7.0015,40
AB3399,2,,0,1,24.6,29.545,73,,94
AB3400,2,,0,1,25.42,30.305,69,7.0015,189
AB3401,2,,0,1,26.24,30.305,65,,305
AB3402,2,,0,1,28.7,32.575,54,12.998,373
AB3403,2,,0,2,29.52,33.335,51,12.998,401
AB3404,2,,0,2,27.06,31.06,54,15.0013,455
AB3405,2,,0,3,25.42,30.305,69,12.998,316
AB3406,2,,0,2,27.06,31.06,61,,331
AB3407,2,,0,1,27.88,31.82,61,,273
AB3408,2,,0,1,28.7,32.575,58,16.9979,306
AB3409,2,,0,1,27.06,31.06,61,15.0013,358
AB3410,2,,0,1,27.06,31.06,61,12.998,300
AB3411,2,,0,1,26.24,30.305,65,,231
AB3412,2,,0,1,25.42,29.545,73,12.998,136
AB3413,2,,0,1,24.6,28.03,83,,121
AB3414,2,,0,2,23.78,27.275,83,,65
AB3415,2,,1,2,22.96,26.515,88,,41
AB3416,2,,1,1,22.96,26.515,88,7.0015,9
AB3417,2,,1,3,22.96,26.515,88,,5
AB3418,2,,1,3,22.14,25.76,94,,4
AB3419,2,,1,2,22.14,25.76,94,,4
AB3420,2,,1,2,22.14,25.76,94,,11
AB3421,2,,1,2,22.14,25.76,100,,96
AB3422,2,,1,2,22.96,26.515,94,7.0015,236
AB3423,2,,1,1,24.6,27.275,88,12.998,409
AB3424,2,,1,1,24.6,27.275,88,15.0013,167
AB3425,2,,1,1,27.06,31.06,74,19.9995,121
AB3426,2,,1,1,27.88,31.82,69,26.0027,180
AB3427,2,,1,1,27.88,31.82,69,26.0027,204
AB3428,2,,1,2,30.34,34.09,58,,204
AB3429,2,,1,2,29.52,34.09,62,35.0008,187
AB3430,2,,1,2,29.52,34.09,62,30.0026,176
AB3431,2,,1,2,29.52,34.09,62,19.9995,279
AB3432,2,,1,3,29.52,34.09,70,26.0027,429
AB3433,2,,1,1,28.7,33.335,74,19.0012,453
AB3434,2,,1,1,28.7,33.335,74,15.0013,358
AB3435,2,,1,1,26.24,28.79,83,15.0013,310
AB3436,2,,1,1,26.24,28.79,89,15.0013,188
AB3437,2,,1,1,25.42,27.275,94,15.0013,131
AB3438,2,,1,2,25.42,28.03,88,12.998,72
AB3439,2,,1,2,24.6,25.76,94,12.998,35
AB3440,2,,1,2,24.6,25.76,94,,15
AB3441,2,,1,2,24.6,25.76,94,12.998,10
AB3442,2,,1,2,23.78,27.275,94,7.0015,2
AB3443,2,,1,1,24.6,27.275,88,7.0015,4
AB3444,2,,1,2,23.78,27.275,94,16.9979,24
AB3445,2,,1,2,23.78,27.275,94,12.998,112
AB3446,2,,1,3,26.24,29.545,78,12.998,314
AB3447,2,,1,3,25.42,28.79,83,15.0013,434
AB3448,2,,1,2,26.24,30.305,73,12.998,138
AB3449,2,,1,1,28.7,32.575,61,22.0028,108
AB3450,2,,1,1,30.34,33.335,51,15.0013,175
AB3451,2,,1,1,31.16,34.09,45,26.0027,170
AB3452,2,,1,1,31.98,34.85,46,16.9979,190
AB3453,2,,1,1,31.98,34.85,46,19.0012,153
AB3454,2,,1,3,30.34,34.09,55,,188
AB3455,2,,1,1,27.06,31.06,69,12.998,277
AB3456,2,,1,1,28.7,32.575,61,7.0015,548
AB3457,2,,1,1,28.7,32.575,70,12.998,564
AB3458,2,,1,1,27.06,31.06,74,12.998,355
AB3459,2,,1,1,27.06,31.06,74,,280
AB3460,2,,1,1,26.24,29.545,78,,189
AB3461,2,,1,3,25.42,28.03,88,15.0013,141
AB3462,2,,1,3,27.06,31.06,74,,66
AB3463,2,,1,3,24.6,28.03,83,15.0013,35
AB3464,2,,1,3,23.78,27.275,83,12.998,8
AB3465,2,,1,2,22.96,26.515,94,,8
AB3466,2,,1,1,22.14,25.76,100,,9
AB3467,2,,1,1,22.14,25.76,100,7.0015,3
AB3468,2,,1,1,22.96,26.515,88,,25
AB3469,2,,1,1,22.96,26.515,94,,117
AB3470,2,,1,1,25.42,29.545,73,,313
AB3471,2,,1,1,26.24,30.305,69,15.0013,531
AB3472,2,,1,1,27.88,31.82,65,,234
AB3473,2,,1,1,28.7,32.575,61,,135
AB3474,2,,1,1,30.34,33.335,51,,140
AB3475,2,,1,1,30.34,34.09,55,,210
AB3476,2,,1,1,30.34,34.09,55,,202
AB3477,2,,1,1,30.34,34.09,55,,168
AB3478,2,,1,1,31.16,34.85,52,16.9979,182
AB3479,2,,1,1,30.34,33.335,51,19.0012,299
AB3480,2,,1,1,30.34,33.335,51,15.0013,601
AB3481,2,,1,1,29.52,33.335,58,15.0013,517
AB3482,2,,1,1,28.7,32.575,61,,405
AB3483,2,,1,1,28.7,32.575,61,,340
AB3484,2,,1,1,27.06,31.06,69,,236
AB3485,2,,1,1,27.06,31.06,69,16.9979,174
AB3486,2,,1,1,26.24,30.305,73,,86
AB3487,2,,1,1,26.24,30.305,73,,45
AB3488,2,,1,1,26.24,30.305,73,,16
AB3489,2,,1,1,25.42,28.79,83,7.0015,14
AB3490,2,,1,1,24.6,27.275,88,,4
AB3491,2,,1,1,24.6,27.275,88,,2
AB3492,2,,1,2,24.6,27.275,88,,27
AB3493,2,,1,2,24.6,25,100,,98
AB3494,2,,1,2,25.42,27.275,94,16.9979,286
AB3495,2,,1,2,27.06,30.305,83,,489
AB3496,2,,1,1,29.52,34.09,70,,216
AB3497,2,,1,1,28.7,33.335,74,19.0012,143
AB3498,2,,1,1,30.34,34.85,66,15.0013,160
AB3499,2,,1,1,31.98,37.12,59,22.0028,194
AB3500,2,,1,1,33.62,38.635,52,19.0012,197
AB3501,2,,1,1,33.62,38.635,52,19.0012,189
AB3502,2,,1,2,33.62,37.88,46,19.0012,141
AB3503,2,,1,2,32.8,37.12,49,23.9994,291
AB3504,2,,1,1,32.8,36.365,46,19.0012,494
AB3505,2,,1,1,32.8,36.365,46,22.0028,478
AB3506,2,,1,1,31.98,34.85,46,22.0028,378
AB3507,2,,1,1,29.52,33.335,58,,322
AB3508,2,,1,1,29.52,34.09,62,,223
AB3509,2,,1,1,28.7,32.575,65,,180
AB3510,2,,1,1,28.7,32.575,65,12.998,90
AB3511,2,,1,1,27.88,31.82,69,16.9979,69
AB3512,2,,1,1,28.7,32.575,58,19.9995,50
AB3513,2,,1,1,27.88,31.82,61,15.0013,18
AB3514,2,,1,1,27.06,31.06,65,,12
AB3515,2,,1,1,26.24,30.305,69,,7
AB3516,2,,1,1,26.24,30.305,65,19.0012,31
AB3517,2,,1,1,26.24,30.305,69,,81
AB3518,2,,1,1,26.24,30.305,73,,249
AB3519,2,,1,1,27.06,31.06,74,19.0012,418
AB3520,2,,1,1,28.7,32.575,65,19.0012,227
AB3521,2,,1,1,29.52,33.335,54,26.0027,153
AB3522,2,,1,2,30.34,34.09,55,22.0028,166
AB3523,2,,1,2,31.16,34.85,55,19.9995,243
AB3524,2,,1,1,30.34,34.09,58,12.998,209
AB3525,2,,1,1,31.16,34.85,55,16.9979,239
AB3526,2,,1,1,31.98,35.605,49,19.0012,356
AB3527,2,,1,2,31.16,34.85,55,26.0027,419
AB3528,2,,1,1,30.34,34.09,58,26.0027,491
AB3529,2,,1,2,29.52,34.09,62,19.9995,399
AB3530,2,,1,3,24.6,28.79,78,16.9979,279
AB3531,2,,1,2,25.42,29.545,73,15.0013,144
AB3532,2,,1,1,24.6,28.03,83,7.0015,151
AB3533,2,,1,1,24.6,28.79,78,,141
AB3534,2,,1,1,23.78,27.275,88,,127
AB3535,2,,0,1,23.78,27.275,88,,94
AB3536,2,,0,1,23.78,27.275,88,12.998,55
AB3537,2,,0,1,22.96,26.515,94,12.998,48
AB3538,2,,0,1,22.96,26.515,88,15.0013,15
AB3539,2,,0,1,22.96,26.515,88,16.9979,4
AB3540,2,,0,1,22.96,26.515,88,15.0013,7
AB3541,2,,0,1,23.78,27.275,83,16.9979,19
AB3542,2,,0,1,24.6,28.03,83,16.9979,50
AB3543,2,,0,1,25.42,29.545,78,12.998,102
AB3544,2,,0,1,26.24,30.305,73,16.9979,177
AB3545,2,,0,1,28.7,32.575,65,15.0013,276
AB3546,2,,0,1,28.7,32.575,65,15.0013,349
AB3547,2,,0,1,29.52,33.335,58,16.9979,358
AB3548,2,,0,1,29.52,34.09,62,15.0013,385
AB3549,2,,0,1,30.34,34.09,58,15.0013,382
AB3550,2,,0,1,30.34,34.09,55,15.0013,374
