ID,temp,atemp,humidity,windspeed,count
AB3066,23.78,27.275,49,6.0032,340
AB3067,24.6,31.06,46,6.0032,382
AB3068,24.6,31.06,49,8.9981,390
AB3069,24.6,31.06,49,0,366
AB3070,24.6,31.06,49,0,358
AB3071,24.6,31.06,46,7.0015,385
AB3072,23.78,27.275,49,19.0012,351
AB3073,23.78,27.275,49,0,268
AB3074,22.96,26.515,64,0,239
AB3075,21.32,25,77,8.9981,174
AB3076,21.32,25,77,6.0032,127
AB3077,20.5,24.24,88,6.0032,115
AB3078,18.86,22.725,88,6.0032,50
AB3079,18.86,22.725,82,6.0032,53
AB3080,18.04,21.97,88,0,33
AB3081,18.04,21.97,94,0,8
AB3082,18.86,22.725,82,6.0032,7
AB3083,17.22,21.21,82,11.0014,4
AB3084,17.22,21.21,77,11.0014,23
AB3085,18.04,21.97,72,16.9979,89
AB3086,19.68,23.485,63,16.9979,237
AB3087,21.32,25,55,15.0013,374
AB3088,22.14,25.76,56,11.0014,178
AB3089,22.96,26.515,52,12.998,119
AB3090,24.6,31.06,46,15.0013,125
AB3091,24.6,31.06,43,12.998,195
AB3092,25.42,31.06,38,19.0012,174
AB3093,25.42,31.06,41,15.0013,162
AB3094,25.42,31.06,41,15.0013,199
AB3095,26.24,31.06,38,15.0013,304
AB3096,25.42,31.06,38,16.9979,598
AB3097,25.42,31.06,38,19.9995,524
AB3098,23.78,27.275,43,12.998,384
AB3099,22.14,25.76,49,12.998,239
AB3100,21.32,25,59,8.9981,156
AB3101,21.32,25,68,6.0032,116
AB3102,20.5,24.24,68,6.0032,61
AB3103,19.68,23.485,63,0,18
AB3104,18.86,22.725,59,6.0032,15
AB3105,18.04,21.97,58,8.9981,5
AB3106,18.04,21.97,54,12.998,4
AB3107,17.22,21.21,62,16.9979,2
AB3108,16.4,20.455,66,15.0013,29
AB3109,17.22,21.21,67,8.9981,112
AB3110,18.04,21.97,62,8.9981,314
AB3111,20.5,24.24,51,7.0015,425
AB3112,21.32,25,48,7.0015,205
AB3113,22.96,26.515,37,6.0032,127
AB3114,22.96,26.515,43,8.9981,125
AB3115,24.6,31.06,38,0,217
AB3116,25.42,31.06,38,16.9979,202
AB3117,25.42,31.06,33,0,176
AB3118,26.24,31.06,33,6.0032,180
AB3119,27.06,31.06,31,7.0015,327
AB3120,26.24,31.06,33,0,611
AB3121,26.24,31.06,29,8.9981,550
AB3122,24.6,31.06,43,15.0013,434
AB3123,22.14,25.76,60,8.9981,291
AB3124,22.14,25.76,52,0,203
AB3125,21.32,25,55,7.0015,150
AB3126,21.32,25,59,8.9981,81
AB3127,21.32,25,55,8.9981,38
AB3128,20.5,24.24,59,7.0015,20
AB3129,21.32,25,59,0,10
AB3130,20.5,24.24,63,15.0013,3
AB3131,19.68,23.485,88,8.9981,2
AB3132,18.86,22.725,88,8.9981,20
AB3133,18.86,22.725,82,8.9981,99
AB3134,19.68,23.485,72,12.998,318
AB3135,19.68,23.485,77,16.9979,442
AB3136,21.32,25,72,8.9981,203
AB3137,22.14,25.76,68,6.0032,154
AB3138,22.96,26.515,64,6.0032,141
AB3139,24.6,31.06,56,0,226
AB3140,25.42,31.06,50,0,193
AB3141,25.42,31.06,53,6.0032,177
AB3142,26.24,31.06,41,0,179
AB3143,27.06,31.06,39,0,289
AB3144,26.24,31.06,47,7.0015,259
AB3145,25.42,31.06,50,19.9995,274
AB3146,22.96,26.515,52,8.9981,401
AB3147,22.14,25.76,64,8.9981,273
AB3148,22.14,25.76,60,0,234
AB3149,20.5,24.24,72,16.9979,146
AB3150,18.86,22.725,88,16.9979,81
AB3151,18.86,22.725,88,15.0013,44
AB3152,18.86,22.725,88,15.0013,17
AB3153,18.04,21.97,94,12.998,15
AB3154,18.04,21.97,88,8.9981,5
AB3155,17.22,21.21,94,0,6
AB3156,17.22,21.21,94,8.9981,29
AB3157,18.04,21.97,88,0,112
AB3158,18.86,22.725,88,8.9981,297
AB3159,19.68,23.485,82,12.998,421
AB3160,20.5,24.24,77,19.0012,212
AB3161,22.14,25.76,68,15.0013,147
AB3162,23.78,27.275,60,15.0013,179
AB3163,23.78,27.275,60,15.0013,207
AB3164,25.42,31.06,57,19.9995,218
AB3165,25.42,30.305,61,15.0013,191
AB3166,26.24,31.06,53,16.9979,217
AB3167,26.24,31.06,57,16.9979,288
AB3168,26.24,31.06,57,12.998,594
AB3169,25.42,30.305,69,15.0013,527
AB3170,24.6,30.305,64,12.998,364
AB3171,24.6,30.305,64,12.998,276
AB3172,22.96,26.515,83,8.9981,223
AB3173,22.14,25.76,83,12.998,172
AB3174,22.14,25.76,77,12.998,103
AB3175,21.32,25,83,11.0014,52
AB3176,21.32,25,83,11.0014,20
AB3177,20.5,24.24,88,8.9981,11
AB3178,20.5,24.24,88,8.9981,4
AB3179,20.5,24.24,88,11.0014,5
AB3180,20.5,24.24,88,12.998,25
AB3181,20.5,24.24,88,8.9981,82
AB3182,20.5,24.24,88,11.0014,157
AB3183,20.5,24.24,88,12.998,387
AB3184,20.5,24.24,88,12.998,233
AB3185,21.32,25,83,8.9981,130
AB3186,21.32,25,83,11.0014,146
AB3187,21.32,25,88,12.998,223
AB3188,21.32,25,88,26.0027,226
AB3189,21.32,25,87,19.0012,190
AB3190,21.32,25,88,11.0014,198
AB3191,21.32,25,88,8.9981,300
AB3192,21.32,25,88,11.0014,491
AB3193,21.32,25,88,11.0014,398
AB3194,21.32,25,83,12.998,270
AB3195,21.32,25,83,8.9981,152
AB3196,21.32,25,84,11.0014,154
AB3197,21.32,25,83,15.0013,132
AB3198,20.5,24.24,88,11.0014,119
AB3199,20.5,24.24,88,8.9981,102
AB3200,20.5,24.24,88,8.9981,82
AB3201,20.5,24.24,88,8.9981,52
AB3202,20.5,24.24,88,8.9981,35
AB3203,20.5,24.24,82,11.0014,5
AB3204,20.5,24.24,82,7.0015,14
AB3205,20.5,24.24,88,7.0015,11
AB3206,19.68,23.485,100,0,32
AB3207,20.5,24.24,94,0,88
AB3208,21.32,25,94,6.0032,100
AB3209,21.32,25,94,11.0014,167
AB3210,21.32,25,94,8.9981,279
AB3211,21.32,25,100,6.0032,279
AB3212,21.32,25,100,6.0032,248
AB3213,22.14,25.76,94,8.9981,216
AB3214,22.14,25.76,94,11.0014,294
AB3215,22.14,25.76,94,12.998,295
AB3216,22.96,26.515,88,12.998,272
AB3217,22.96,26.515,88,15.0013,304
AB3218,22.14,25.76,94,8.9981,248
AB3219,22.14,25.76,94,8.9981,157
AB3220,22.14,25.76,94,15.0013,59
AB3221,22.14,25.76,94,11.0014,26
AB3222,21.32,25,100,12.998,44
AB3223,21.32,25,100,0,39
AB3224,21.32,25,100,7.0015,47
AB3225,21.32,25,100,8.9981,50
AB3226,21.32,25,100,0,32
AB3227,21.32,25,100,0,13
AB3228,21.32,25,100,7.0015,14
AB3229,21.32,25,100,8.9981,17
AB3230,21.32,25,100,8.9981,42
AB3231,22.14,25.76,94,8.9981,70
AB3232,23.78,27.275,83,16.9979,134
AB3233,23.78,27.275,83,15.0013,226
AB3234,24.6,28.79,78,15.0013,322
AB3235,25.42,29.545,73,19.9995,367
AB3236,25.42,29.545,73,19.0012,456
AB3237,26.24,30.305,73,12.998,437
AB3238,27.06,31.06,69,16.9979,459
AB3239,26.24,30.305,69,16.9979,440
AB3240,22.96,26.515,78,23.9994,392
AB3241,22.96,26.515,78,16.9979,237
AB3242,22.96,26.515,83,7.0015,231
AB3243,22.14,25.76,88,0,191
AB3244,22.14,25.76,88,0,151
AB3245,22.96,26.515,83,0,117
AB3246,22.14,25.76,88,15.0013,69
AB3247,21.32,25,94,7.0015,38
AB3248,21.32,25,94,8.9981,14
AB3249,20.5,24.24,100,6.0032,13
AB3250,20.5,24.24,94,11.0014,4
AB3251,20.5,24.24,100,8.9981,6
AB3252,20.5,24.24,93,12.998,21
AB3253,21.32,25,88,11.0014,104
AB3254,21.32,25,83,19.0012,272
AB3255,22.96,26.515,73,19.9995,394
AB3256,24.6,29.545,69,12.998,194
AB3257,25.42,30.305,65,6.0032,112
AB3258,26.24,31.06,57,0,185
AB3259,27.06,31.06,54,6.0032,209
AB3260,27.88,31.82,51,0,214
AB3261,27.88,31.82,51,0,193
AB3262,29.52,33.335,51,0,165
AB3263,24.6,28.79,78,16.9979,226
AB3264,23.78,27.275,88,15.0013,274
AB3265,23.78,27.275,83,12.998,453
AB3266,23.78,27.275,83,16.9979,308
AB3267,23.78,27.275,83,0,198
AB3268,23.78,27.275,83,0,177
AB3269,22.96,26.515,88,6.0032,127
AB3270,22.96,26.515,88,6.0032,57
AB3271,22.96,26.515,88,0,31
AB3272,22.96,26.515,88,0,13
AB3273,22.96,26.515,88,0,8
AB3274,22.14,25.76,94,16.9979,4
AB3275,22.14,25.76,94,16.9979,4
AB3276,21.32,25,94,16.9979,22
AB3277,21.32,25,94,16.9979,49
AB3278,21.32,25,94,16.9979,151
AB3279,21.32,25,94,19.9995,347
AB3280,22.14,25.76,88,16.9979,207
AB3281,22.14,25.76,88,16.9979,104
AB3282,22.96,26.515,83,27.9993,130
AB3283,22.96,26.515,83,27.9993,153
AB3284,22.96,26.515,88,22.0028,172
AB3285,25.42,29.545,73,31.0009,184
AB3286,25.42,30.305,69,30.0026,210
AB3287,25.42,30.305,61,22.0028,290
AB3288,25.42,30.305,65,27.9993,604
AB3289,24.6,29.545,69,19.9995,480
AB3290,24.6,29.545,69,16.9979,349
AB3291,23.78,27.275,83,27.9993,283
AB3292,22.14,25.76,88,16.9979,174
AB3293,22.14,25.76,88,19.0012,98
AB3294,22.14,25.76,88,16.9979,56
AB3295,22.14,25.76,88,15.0013,23
AB3296,22.14,25.76,88,16.9979,12
AB3297,21.32,25,94,15.0013,6
AB3298,21.32,25,94,19.9995,9
AB3299,21.32,25,94,19.9995,3
AB3300,21.32,25,100,15.0013,9
AB3301,21.32,25,100,8.9981,101
AB3302,22.14,25.76,88,12.998,274
AB3303,22.96,26.515,88,19.0012,453
AB3304,22.96,26.515,83,16.9979,202
AB3305,22.14,25.76,88,19.0012,106
AB3306,22.14,25.76,94,6.0032,23
AB3307,22.96,26.515,94,19.9995,54
AB3308,22.96,26.515,83,22.0028,122
AB3309,23.78,27.275,78,19.0012,138
AB3310,24.6,28.79,78,16.9979,167
AB3311,24.6,29.545,73,12.998,294
AB3312,24.6,29.545,69,8.9981,565
AB3313,24.6,29.545,73,15.0013,489
AB3314,22.96,26.515,88,8.9981,331
AB3315,22.96,26.515,88,8.9981,213
AB3316,21.32,25,88,0,85
AB3317,21.32,25,83,0,117
AB3318,21.32,25,94,6.0032,59
AB3319,21.32,25,94,7.0015,29
AB3320,20.5,24.24,94,0,6
AB3321,20.5,24.24,94,0,15
AB3322,19.68,23.485,100,0,4
AB3323,19.68,23.485,94,0,5
AB3324,19.68,23.485,94,0,26
AB3325,20.5,24.24,94,0,103
AB3326,20.5,24.24,100,0,257
AB3327,21.32,25,88,0,487
AB3328,22.14,25.76,88,6.0032,216
AB3329,22.14,25.76,83,0,130
AB3330,22.14,25.76,88,11.0014,164
AB3331,23.78,27.275,78,7.0015,168
AB3332,23.78,27.275,64,16.9979,183
AB3333,22.14,25.76,73,12.998,180
AB3334,22.96,26.515,78,11.0014,188
AB3335,23.78,27.275,64,12.998,302
AB3336,22.96,26.515,78,11.0014,547
AB3337,24.6,31.06,55,11.0014,513
AB3338,23.78,27.275,60,8.9981,410
AB3339,22.14,25.76,77,19.0012,282
AB3340,22.14,25.76,77,19.0012,209
AB3341,20.5,24.24,82,19.9995,79
AB3342,19.68,23.485,94,0,72
AB3343,18.86,22.725,94,6.0032,48
AB3344,18.86,22.725,100,0,25
AB3345,18.04,21.97,100,6.0032,8
AB3346,18.04,21.97,100,0,5
AB3347,18.04,21.97,94,6.0032,5
AB3348,18.04,21.97,94,7.0015,28
AB3349,18.86,22.725,88,7.0015,117
AB3350,20.5,24.24,77,11.0014,319
AB3351,22.14,25.76,68,0,517
AB3352,22.14,25.76,68,15.0013,234
AB3353,22.96,26.515,64,12.998,148
AB3354,23.78,27.275,60,12.998,196
AB3355,24.6,31.06,56,16.9979,255
AB3356,24.6,31.06,56,19.0012,232
AB3357,25.42,31.06,53,15.0013,197
AB3358,24.6,31.06,56,12.998,242
AB3359,24.6,31.06,53,11.0014,330
AB3360,25.42,31.06,53,0,554
AB3361,24.6,31.06,56,11.0014,473
AB3362,23.78,27.275,64,6.0032,302
AB3363,23.78,27.275,64,7.0015,220
AB3364,22.96,26.515,64,7.0015,195
AB3365,22.14,25.76,73,0,152
AB3366,21.32,25,72,11.0014,115
AB3367,21.32,25,77,7.0015,98
AB3368,21.32,25,72,0,72
AB3369,21.32,25,72,7.0015,40
AB3370,19.68,23.485,82,7.0015,19
AB3371,18.86,22.725,88,8.9981,7
AB3372,18.86,22.725,88,7.0015,5
AB3373,20.5,24.24,82,8.9981,28
AB3374,22.14,25.76,73,8.9981,43
AB3375,22.96,26.515,68,19.0012,126
AB3376,24.6,30.305,64,15.0013,225
AB3377,25.42,30.305,61,7.0015,323
AB3378,26.24,31.06,53,8.9981,418
AB3379,27.06,31.06,50,0,493
AB3380,28.7,31.82,45,0,462
AB3381,29.52,32.575,42,0,456
AB3382,29.52,32.575,45,16.9979,506
AB3383,29.52,32.575,39,16.9979,471
AB3384,29.52,32.575,42,11.0014,444
AB3385,28.7,31.82,45,11.0014,444
AB3386,27.88,31.82,47,11.0014,301
AB3387,25.42,30.305,61,0,248
AB3388,25.42,30.305,61,7.0015,227
AB3389,24.6,29.545,69,8.9981,204
AB3390,23.78,27.275,78,6.0032,145
AB3391,22.14,25.76,88,11.0014,131
AB3392,21.32,25,94,8.9981,98
AB3393,21.32,25,94,7.0015,68
AB3394,20.5,24.24,100,7.0015,33
AB3395,20.5,24.24,100,0,12
AB3396,20.5,24.24,100,7.0015,6
AB3397,21.32,25,94,7.0015,18
AB3398,22.14,25.76,88,7.0015,40
AB3399,24.6,29.545,73,6.0032,94
AB3400,25.42,30.305,69,7.0015,189
AB3401,26.24,30.305,65,8.9981,305
AB3402,28.7,32.575,54,12.998,373
AB3403,29.52,33.335,51,12.998,401
AB3404,27.06,31.06,54,15.0013,455
AB3405,25.42,30.305,69,12.998,316
AB3406,27.06,31.06,61,11.0014,331
AB3407,27.88,31.82,61,8.9981,273
AB3408,28.7,32.575,58,16.9979,306
AB3409,27.06,31.06,61,15.0013,358
AB3410,27.06,31.06,61,12.998,300
AB3411,26.24,30.305,65,11.0014,231
AB3412,25.42,29.545,73,12.998,136
AB3413,24.6,28.03,83,8.9981,121
AB3414,23.78,27.275,83,8.9981,65
AB3415,22.96,26.515,88,8.9981,41
AB3416,22.96,26.515,88,7.0015,9
AB3417,22.96,26.515,88,11.0014,5
AB3418,22.14,25.76,94,11.0014,4
AB3419,22.14,25.76,94,0,4
AB3420,22.14,25.76,94,0,11
AB3421,22.14,25.76,100,0,96
AB3422,22.96,26.515,94,7.0015,236
AB3423,24.6,27.275,88,12.998,409
AB3424,24.6,27.275,88,15.0013,167
AB3425,27.06,31.06,74,19.9995,121
AB3426,27.88,31.82,69,26.0027,180
AB3427,27.88,31.82,69,26.0027,204
AB3428,30.34,34.09,58,27.9993,204
AB3429,29.52,34.09,62,35.0008,187
AB3430,29.52,34.09,62,30.0026,176
AB3431,29.52,34.09,62,19.9995,279
AB3432,29.52,34.09,70,26.0027,429
AB3433,28.7,33.335,74,19.0012,453
AB3434,28.7,33.335,74,15.0013,358
AB3435,26.24,28.79,83,15.0013,310
AB3436,26.24,28.79,89,15.0013,188
AB3437,25.42,27.275,94,15.0013,131
AB3438,25.42,28.03,88,12.998,72
AB3439,24.6,25.76,94,12.998,35
AB3440,24.6,25.76,94,11.0014,15
AB3441,24.6,25.76,94,12.998,10
AB3442,23.78,27.275,94,7.0015,2
AB3443,24.6,27.275,88,7.0015,4
AB3444,23.78,27.275,94,16.9979,24
AB3445,23.78,27.275,94,12.998,112
AB3446,26.24,29.545,78,12.998,314
AB3447,25.42,28.79,83,15.0013,434
AB3448,26.24,30.305,73,12.998,138
AB3449,28.7,32.575,61,22.0028,108
AB3450,30.34,33.335,51,15.0013,175
AB3451,31.16,34.09,45,26.0027,170
AB3452,31.98,34.85,46,16.9979,190
AB3453,31.98,34.85,46,19.0012,153
AB3454,30.34,34.09,55,27.9993,188
AB3455,27.06,31.06,69,12.998,277
AB3456,28.7,32.575,61,7.0015,548
AB3457,28.7,32.575,70,12.998,564
AB3458,27.06,31.06,74,12.998,355
AB3459,27.06,31.06,74,6.0032,280
AB3460,26.24,29.545,78,6.0032,189
AB3461,25.42,28.03,88,15.0013,141
AB3462,27.06,31.06,74,11.0014,66
AB3463,24.6,28.03,83,15.0013,35
AB3464,23.78,27.275,83,12.998,8
AB3465,22.96,26.515,94,0,8
AB3466,22.14,25.76,100,8.9981,9
AB3467,22.14,25.76,100,7.0015,3
AB3468,22.96,26.515,88,6.0032,25
AB3469,22.96,26.515,94,6.0032,117
AB3470,25.42,29.545,73,8.9981,313
AB3471,26.24,30.305,69,15.0013,531
AB3472,27.88,31.82,65,6.0032,234
AB3473,28.7,32.575,61,6.0032,135
AB3474,30.34,33.335,51,6.0032,140
AB3475,30.34,34.09,55,8.9981,210
AB3476,30.34,34.09,55,8.9981,202
AB3477,30.34,34.09,55,11.0014,168
AB3478,31.16,34.85,52,16.9979,182
AB3479,30.34,33.335,51,19.0012,299
AB3480,30.34,33.335,51,15.0013,601
AB3481,29.52,33.335,58,15.0013,517
AB3482,28.7,32.575,61,8.9981,405
AB3483,28.7,32.575,61,11.0014,340
AB3484,27.06,31.06,69,8.9981,236
AB3485,27.06,31.06,69,16.9979,174
AB3486,26.24,30.305,73,8.9981,86
AB3487,26.24,30.305,73,8.9981,45
AB3488,26.24,30.305,73,8.9981,16
AB3489,25.42,28.79,83,7.0015,14
AB3490,24.6,27.275,88,6.0032,4
AB3491,24.6,27.275,88,0,2
AB3492,24.6,27.275,88,6.0032,27
AB3493,24.6,25,100,6.0032,98
AB3494,25.42,27.275,94,16.9979,286
AB3495,27.06,30.305,83,11.0014,489
AB3496,29.52,34.09,70,11.0014,216
AB3497,28.7,33.335,74,19.0012,143
AB3498,30.34,34.85,66,15.0013,160
AB3499,31.98,37.12,59,22.0028,194
AB3500,33.62,38.635,52,19.0012,197
AB3501,33.62,38.635,52,19.0012,189
AB3502,33.62,37.88,46,19.0012,141
AB3503,32.8,37.12,49,23.9994,291
AB3504,32.8,36.365,46,19.0012,494
AB3505,32.8,36.365,46,22.0028,478
AB3506,31.98,34.85,46,22.0028,378
AB3507,29.52,33.335,58,11.0014,322
AB3508,29.52,34.09,62,6.0032,223
AB3509,28.7,32.575,65,8.9981,180
AB3510,28.7,32.575,65,12.998,90
AB3511,27.88,31.82,69,16.9979,69
AB3512,28.7,32.575,58,19.9995,50
AB3513,27.88,31.82,61,15.0013,18
AB3514,27.06,31.06,65,6.0032,12
AB3515,26.24,30.305,69,8.9981,7
AB3516,26.24,30.305,65,19.0012,31
AB3517,26.24,30.305,69,6.0032,81
AB3518,26.24,30.305,73,11.0014,249
AB3519,27.06,31.06,74,19.0012,418
AB3520,28.7,32.575,65,19.0012,227
AB3521,29.52,33.335,54,26.0027,153
AB3522,30.34,34.09,55,22.0028,166
AB3523,31.16,34.85,55,19.9995,243
AB3524,30.34,34.09,58,12.998,209
AB3525,31.16,34.85,55,16.9979,239
AB3526,31.98,35.605,49,19.0012,356
AB3527,31.16,34.85,55,26.0027,419
AB3528,30.34,34.09,58,26.0027,491
AB3529,29.52,34.09,62,19.9995,399
AB3530,24.6,28.79,78,16.9979,279
AB3531,25.42,29.545,73,15.0013,144
AB3532,24.6,28.03,83,7.0015,151
AB3533,24.6,28.79,78,8.9981,141
AB3534,23.78,27.275,88,8.9981,127
AB3535,23.78,27.275,88,8.9981,94
AB3536,23.78,27.275,88,12.998,55
AB3537,22.96,26.515,94,12.998,48
AB3538,22.96,26.515,88,15.0013,15
AB3539,22.96,26.515,88,16.9979,4
AB3540,22.96,26.515,88,15.0013,7
AB3541,23.78,27.275,83,16.9979,19
AB3542,24.6,28.03,83,16.9979,50
AB3543,25.42,29.545,78,12.998,102
AB3544,26.24,30.305,73,16.9979,177
AB3545,28.7,32.575,65,15.0013,276
AB3546,28.7,32.575,65,15.0013,349
AB3547,29.52,33.335,58,16.9979,358
AB3548,29.52,34.09,62,15.0013,385
AB3549,30.34,34.09,58,15.0013,382
AB3550,30.34,34.09,55,15.0013,374
AB3551,31.16,34.85,55,19.0012,402
AB3552,30.34,34.09,55,19.9995,341
AB3553,29.52,34.09,62,16.9979,385
AB3554,28.7,32.575,65,12.998,252
AB3555,28.7,32.575,65,15.0013,196
AB3556,27.06,31.06,74,19.9995,201
AB3557,27.06,30.305,78,15.0013,161
AB3558,26.24,28.79,83,12.998,125
AB3559,26.24,28.79,83,15.0013,83
AB3560,25.42,28.03,88,11.0014,66
AB3561,25.42,28.03,88,7.0015,61
AB3562,25.42,28.03,88,7.0015,26
AB3563,24.6,27.275,88,6.0032,23
AB3564,24.6,25.76,94,11.0014,6
AB3565,25.42,28.03,88,12.998,15
AB3566,25.42,28.03,88,16.9979,30
AB3567,25.42,28.03,88,15.0013,96
AB3568,25.42,27.275,94,16.9979,152
AB3569,27.06,30.305,83,15.0013,251
AB3570,27.06,30.305,83,19.0012,319
AB3571,28.7,33.335,74,15.0013,402
AB3572,29.52,34.09,70,19.0012,418
AB3573,30.34,34.85,70,19.0012,351
AB3574,30.34,34.85,70,19.9995,376
AB3575,30.34,34.85,70,19.0012,361
AB3576,30.34,34.85,70,19.0012,383
AB3577,29.52,34.85,74,19.0012,328
AB3578,29.52,34.85,74,16.9979,287
AB3579,28.7,33.335,79,12.998,219
AB3580,27.88,31.82,83,11.0014,229
AB3581,27.06,29.545,89,8.9981,171
AB3582,27.06,29.545,89,11.0014,135
AB3583,26.24,28.03,94,12.998,103
AB3584,26.24,28.03,94,8.9981,79
AB3585,26.24,28.03,94,12.998,45
AB3586,26.24,28.03,94,12.998,18
AB3587,25.42,27.275,94,11.0014,6
AB3588,25.42,27.275,94,7.0015,7
AB3589,26.24,28.03,94,6.0032,16
AB3590,26.24,28.03,94,0,31
AB3591,27.06,29.545,89,7.0015,94
AB3592,29.52,34.85,74,6.0032,128
AB3593,32.8,37.88,55,16.9979,269
AB3594,33.62,38.635,52,0,321
AB3595,35.26,40.15,47,7.0015,366
AB3596,35.26,39.395,44,6.0032,350
AB3597,36.08,40.15,39,0,327
AB3598,36.08,40.15,39,16.9979,311
AB3599,36.08,39.395,37,19.0012,309
AB3600,35.26,39.395,41,15.0013,304
AB3601,35.26,39.395,41,11.0014,249
AB3602,21.32,25,48,7.0015,225
AB3603,31.16,35.605,58,0,237
AB3604,30.34,34.85,70,8.9981,149
AB3605,29.52,34.85,74,11.0014,106
AB3606,28.7,33.335,84,7.0015,48
AB3607,28.7,33.335,79,6.0032,29
AB3608,27.88,31.82,89,6.0032,17
AB3609,27.06,29.545,94,8.9981,12
AB3610,26.24,28.03,94,0,4
AB3611,27.06,30.305,83,6.0032,3
AB3612,27.06,30.305,83,6.0032,26
AB3613,27.88,31.82,79,6.0032,109
AB3614,30.34,34.85,66,7.0015,235
AB3615,31.98,37.12,59,8.9981,406
AB3616,32.8,37.88,55,8.9981,175
AB3617,33.62,39.395,56,8.9981,109
AB3618,35.26,40.15,47,0,106
AB3619,35.26,40.15,47,8.9981,162
AB3620,36.9,41.665,39,11.0014,147
AB3621,36.9,40.91,37,0,140
AB3622,36.9,40.91,37,11.0014,175
AB3623,36.9,41.665,39,8.9981,249
AB3624,34.44,40.15,53,15.0013,495
AB3625,34.44,40.15,53,12.998,417
AB3626,31.98,37.12,62,7.0015,285
AB3627,31.98,37.12,62,7.0015,251
AB3628,31.16,36.365,66,7.0015,210
AB3629,30.34,34.85,70,11.0014,159
AB3630,29.52,34.85,79,6.0032,61
AB3631,28.7,33.335,79,11.0014,34
AB3632,28.7,33.335,84,16.9979,17
AB3633,28.7,33.335,79,11.0014,3
AB3634,27.88,31.82,89,12.998,6
AB3635,27.88,31.82,89,15.0013,4
AB3636,27.06,29.545,89,6.0032,21
AB3637,27.88,31.82,89,6.0032,128
AB3638,28.7,33.335,79,11.0014,284
AB3639,29.52,34.85,79,12.998,454
AB3640,30.34,35.605,74,15.0013,207
AB3641,31.16,37.12,75,16.9979,115
AB3642,33.62,40.15,59,15.0013,112
AB3643,35.26,41.665,53,0,169
AB3644,36.9,40.91,37,12.998,154
AB3645,36.9,40.91,37,16.9979,145
AB3646,36.9,41.665,39,19.9995,152
AB3647,35.26,40.15,47,19.9995,266
AB3648,35.26,40.15,47,19.9995,486
AB3649,33.62,39.395,56,26.0027,309
AB3650,30.34,35.605,79,11.0014,264
AB3651,30.34,35.605,79,16.9979,256
AB3652,30.34,34.85,70,19.0012,190
AB3653,30.34,34.85,66,8.9981,129
AB3654,30.34,33.335,51,11.0014,69
AB3655,30.34,32.575,40,23.9994,42
AB3656,29.52,32.575,38,7.0015,15
AB3657,28.7,31.82,39,0,6
AB3658,27.06,31.06,44,7.0015,4
AB3659,27.06,31.06,41,12.998,3
AB3660,27.06,31.06,39,15.0013,31
AB3661,27.06,31.06,39,8.9981,113
AB3662,28.7,31.82,34,16.9979,304
AB3663,28.7,31.82,32,19.9995,467
AB3664,29.52,31.82,26,23.9994,225
AB3665,29.52,32.575,28,32.9975,139
AB3666,30.34,32.575,28,26.0027,165
AB3667,31.16,33.335,25,31.0009,232
AB3668,32.8,34.09,24,23.9994,203
AB3669,31.98,33.335,24,22.0028,185
AB3670,32.8,34.09,21,26.0027,188
AB3671,32.8,34.09,22,32.9975,318
AB3672,31.16,32.575,20,35.0008,572
AB3673,30.34,32.575,22,26.0027,525
AB3674,29.52,31.82,23,19.9995,379
AB3675,28.7,31.82,24,12.998,337
AB3676,27.06,31.06,31,12.998,248
AB3677,26.24,31.06,33,16.9979,155
AB3678,25.42,31.06,35,15.0013,112
AB3679,25.42,31.06,38,19.0012,68
AB3680,24.6,31.06,38,23.9994,22
AB3681,22.96,26.515,43,15.0013,12
AB3682,22.14,25.76,49,15.0013,5
AB3683,21.32,25,48,22.0028,6
AB3684,21.32,25,48,23.9994,28
AB3685,22.14,25.76,45,19.9995,106
AB3686,22.14,25.76,45,16.9979,277
AB3687,22.96,26.515,43,22.0028,502
AB3688,23.78,27.275,40,11.0014,230
AB3689,25.42,31.06,33,16.9979,161
AB3690,26.24,31.06,31,22.0028,192
AB3691,27.06,31.06,27,19.0012,259
AB3692,27.88,31.06,26,16.9979,248
AB3693,28.7,31.82,28,19.0012,240
AB3694,28.7,31.82,28,19.0012,212
AB3695,29.52,31.82,26,22.0028,349
AB3696,29.52,31.82,25,19.0012,558
AB3697,28.7,31.82,24,19.9995,564
AB3698,27.88,31.06,26,19.0012,391
AB3699,26.24,31.06,29,11.0014,293
AB3700,26.24,31.06,29,7.0015,247
AB3701,25.42,31.06,35,0,171
AB3702,23.78,27.275,46,7.0015,171
AB3703,22.96,26.515,52,0,93
AB3704,22.14,25.76,64,7.0015,94
AB3705,22.14,25.76,56,12.998,59
AB3706,21.32,25,59,7.0015,18
AB3707,21.32,25,59,6.0032,15
AB3708,20.5,24.24,64,0,8
AB3709,22.14,25.76,60,0,28
AB3710,22.96,26.515,56,0,87
AB3711,24.6,31.06,46,6.0032,125
AB3712,25.42,31.06,43,8.9981,224
AB3713,26.24,31.06,38,7.0015,317
AB3714,27.06,31.06,36,8.9981,369
AB3715,28.7,31.82,32,11.0014,420
AB3716,30.34,32.575,28,8.9981,456
AB3717,30.34,32.575,33,15.0013,451
AB3718,30.34,32.575,27,27.9993,404
AB3719,29.52,32.575,30,8.9981,440
AB3720,29.52,32.575,34,16.9979,344
